GENOME1	GENOME2	ANI(1->2)	ANI(2->1)	AF(1->2)	AF(2->1)
POS2015-07-24-bin.79.fna	coassembly-bin.4.fna	69.56	69.45	0.03	0.02
POS2015-07-24-bin.79.fna	coassembly-bin.49.fna	69.90	70.00	0.05	0.04
POS2015-07-24-bin.79.fna	coassembly-bin.50.fna	0	0	0	0
POS2015-07-24-bin.79.fna	coassembly-bin.51.fna	73.81	72.04	0.01	0.05
POS2015-07-24-bin.79.fna	coassembly-bin.65.fna	0	0	0	0
POS2015-07-24-bin.79.fna	coassembly-bin.77.fna	0	0	0	0
POS2015-07-24-bin.79.fna	coassembly-bin.81.fna	0	0	0	0
POS2015-07-24-bin.79.fna	coassembly-bin.85.fna	0	0	0	0
POS2015-07-24-bin.79.fna	coassembly-bin.88.fna	0	0	0	0
POS2015-07-24-bin.79.fna	coassembly-bin.89.fna	64.43	67.35	0.04	0.05
POS2015-07-24-bin.79.fna	coassembly-bin.94.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.105.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.109.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.115.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.116.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.22.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.36.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.38.fna	99.98	99.98	0.27	0.28
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.41.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.42.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.43.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.45.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.49.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.51.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.54.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.55.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.6.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.74.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.77.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.78.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.79.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.83.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.94.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-16-bin.99.fna	69.37	69.44	0.04	0.05
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.101.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.114.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.115.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.118.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.119.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.122.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.124.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.24.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.40.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.42.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.43.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.45.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.5.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.51.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.52.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.53.fna	68.36	65.58	0.07	0.07
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.54.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.55.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.57.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.65.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.67.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.73.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.79.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.85.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.87.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.9.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-07-24-bin.96.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.10.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.100.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.102.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.103.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.104.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.105.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.112.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.114.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.129.fna	65.46	77.02	0.00	0.11
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.20.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.23.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.33.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.53.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.59.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.60.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.81.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.84.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.9.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.92.fna	0	0	0	0
POS2015-07-24-bin.80.fna	POS2015-08-06-bin.99.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.102.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.111.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.13.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.132.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.133.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.134.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.150.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.158.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.168.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.172.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.18.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.180.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.184.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.185.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.195.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.197.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.200.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.29.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.35.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.37.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.39.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.4.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.47.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.49.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.50.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.51.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.61.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.65.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.77.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.81.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.85.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.86.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.88.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.89.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.91.fna	0	0	0	0
POS2015-07-24-bin.80.fna	coassembly-bin.94.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.100.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.105.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.107.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.109.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.112.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.113.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.115.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.116.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.14.fna	100.00	100.00	0.49	0.49
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.22.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.36.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.38.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.41.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.42.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.43.fna	65.52	52.91	0.07	0.02
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.45.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.46.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.49.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.51.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.54.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.55.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.6.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.74.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.77.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.78.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.79.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.8.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.83.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.91.fna	73.76	26.07	0.00	0.01
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.92.fna	70.46	70.92	0.16	0.01
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.93.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.94.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.97.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-16-bin.99.fna	67.65	67.80	0.01	0.01
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.101.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.104.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.113.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.114.fna	72.08	27.33	0.00	0.01
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.115.fna	68.03	36.21	0.00	0.01
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.118.fna	69.41	39.58	0.00	0.00
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.119.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.122.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.124.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.13.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.15.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.2.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.24.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.29.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.38.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.4.fna	67.86	71.26	0.29	0.08
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.40.fna	78.45	73.80	0.14	0.00
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.42.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.43.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.45.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.49.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.5.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.51.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.52.fna	70.21	69.64	0.01	0.01
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.53.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.54.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.55.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.57.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.59.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.65.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.66.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.67.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.72.fna	61.13	40.08	0.14	0.00
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.73.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.79.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.80.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.84.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.85.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.87.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.9.fna	68.48	44.15	0.00	0.01
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.93.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.96.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-07-24-bin.97.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.1.fna	68.49	67.14	0.01	0.00
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.10.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.100.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.102.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.103.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.104.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.105.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.112.fna	71.91	71.90	0.29	0.08
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.114.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.122.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.129.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.16.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.20.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.22.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.23.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.28.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.33.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.34.fna	74.01	75.04	0.26	0.01
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.53.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.59.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.60.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.62.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.67.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.72.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.81.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.82.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.84.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.9.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.92.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.94.fna	0	0	0	0
POS2015-07-24-bin.81.fna	POS2015-08-06-bin.99.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.102.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.109.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.111.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.112.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.118.fna	61.13	28.15	0.14	0.01
POS2015-07-24-bin.81.fna	coassembly-bin.13.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.132.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.133.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.134.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.149.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.15.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.150.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.151.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.156.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.158.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.168.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.172.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.177.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.178.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.18.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.180.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.184.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.185.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.191.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.194.fna	77.62	76.26	0.04	0.01
POS2015-07-24-bin.81.fna	coassembly-bin.195.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.197.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.200.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.29.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.30.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.34.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.35.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.37.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.39.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.4.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.47.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.49.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.50.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.51.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.58.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.61.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.62.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.65.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.67.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.71.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.76.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.77.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.81.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.85.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.86.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.88.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.89.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.91.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.93.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.94.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.95.fna	0	0	0	0
POS2015-07-24-bin.81.fna	coassembly-bin.97.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.100.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.105.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.109.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.115.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.116.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.22.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.36.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.38.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.41.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.42.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.43.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.45.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.49.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.51.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.54.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.55.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.6.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.74.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.77.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.78.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.79.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.83.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.94.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-16-bin.99.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.101.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.113.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.114.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.115.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.118.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.119.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.122.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.124.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.15.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.24.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.29.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.38.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.40.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.42.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.43.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.45.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.49.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.5.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.51.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.52.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.53.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.54.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.55.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.57.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.59.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.65.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.67.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.72.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.73.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.79.fna	0	0	0	0
POS2015-07-24-bin.84.fna	POS2015-07-24-bin.80.fna	0	0	0	0
